66.058,66.069,66.094,66.102,66.112,66.128,66.24,66.225,66.204,66.178,66.111,66.08,66.055,66.036,66.104,66.103,66.118,66.143,66.211,66.091,66.098,66.113,66.126,66.126,66.118,66.113,66.113,66.113,66.113,66.113
67.055,67.066,67.09,67.097,67.107,67.122,67.229,67.215,67.195,67.17,67.106,67.076,67.053,67.035,67.099,67.099,67.113,67.136,67.201,67.087,67.094,67.107,67.12,67.12,67.112,67.108,67.108,67.108,67.108,67.108
68.053,68.063,68.086,68.092,68.102,68.117,68.218,68.204,68.186,68.162,68.1,68.072,68.05,68.033,68.094,68.094,68.107,68.13,68.191,68.082,68.089,68.102,68.114,68.114,68.107,68.102,68.102,68.102,68.102,68.102
69.05,69.059,69.081,69.088,69.097,69.111,69.207,69.194,69.176,69.154,69.095,69.069,69.048,69.031,69.089,69.089,69.102,69.123,69.182,69.078,69.085,69.097,69.109,69.109,69.102,69.097,69.097,69.097,69.097,69.097
70.047,70.056,70.077,70.083,70.092,70.105,70.196,70.184,70.167,70.146,70.09,70.065,70.045,70.03,70.085,70.085,70.097,70.117,70.172,70.074,70.081,70.092,70.103,70.103,70.096,70.092,70.092,70.092,70.092,70.092
71.045,71.053,71.073,71.079,71.087,71.099,71.186,71.174,71.158,71.138,71.086,71.062,71.043,71.028,71.08,71.08,71.091,71.111,71.163,71.07,71.076,71.087,71.097,71.097,71.091,71.087,71.087,71.087,71.087,71.087
72.042,72.05,72.069,72.074,72.082,72.094,72.175,72.164,72.149,72.13,72.081,72.058,72.04,72.027,72.076,72.076,72.086,72.104,72.154,72.066,72.072,72.082,72.092,72.092,72.086,72.082,72.082,72.082,72.082,72.082
73.04,73.047,73.065,73.07,73.077,73.088,73.165,73.155,73.14,73.122,73.076,73.055,73.038,73.025,73.071,73.071,73.081,73.098,73.145,73.062,73.068,73.077,73.087,73.087,73.081,73.078,73.078,73.078,73.078,73.078
74.037,74.044,74.061,74.066,74.072,74.083,74.155,74.145,74.132,74.115,74.071,74.051,74.036,74.023,74.067,74.067,74.076,74.092,74.136,74.059,74.063,74.073,74.081,74.081,74.076,74.073,74.073,74.073,74.073,74.073
75.035,75.042,75.057,75.061,75.068,75.077,75.144,75.136,75.123,75.107,75.067,75.048,75.033,75.022,75.062,75.062,75.071,75.086,75.127,75.055,75.059,75.068,75.076,75.076,75.071,75.068,75.068,75.068,75.068,75.068
76.033,76.039,76.053,76.057,76.063,76.072,76.134,76.126,76.115,76.1,76.062,76.045,76.031,76.02,76.058,76.058,76.066,76.08,76.118,76.051,76.055,76.063,76.071,76.071,76.066,76.063,76.063,76.063,76.063,76.063
77.03,77.036,77.049,77.053,77.058,77.067,77.124,77.117,77.106,77.092,77.057,77.041,77.029,77.019,77.054,77.054,77.061,77.074,77.109,77.047,77.051,77.058,77.065,77.065,77.061,77.059,77.059,77.059,77.059,77.059
78.028,78.033,78.045,78.049,78.054,78.061,78.115,78.108,78.098,78.085,78.053,78.038,78.026,78.017,78.05,78.049,78.056,78.068,78.101,78.043,78.047,78.054,78.06,78.06,78.056,78.054,78.054,78.054,78.054,78.054
79.025,79.03,79.041,79.044,79.049,79.056,79.105,79.098,79.089,79.078,79.048,79.035,79.024,79.016,79.045,79.045,79.052,79.063,79.092,79.04,79.043,79.049,79.055,79.055,79.051,79.049,79.049,79.049,79.049,79.049
80.023,80.027,80.037,80.04,80.045,80.051,80.095,80.089,80.081,80.071,80.044,80.032,80.022,80.014,80.041,80.041,80.047,80.057,80.084,80.036,80.039,80.045,80.05,80.05,80.047,80.045,80.045,80.045,80.045,80.045
81.021,81.025,81.034,81.036,81.04,81.046,81.085,81.08,81.073,81.063,81.039,81.028,81.02,81.013,81.037,81.037,81.042,81.051,81.075,81.032,81.035,81.04,81.045,81.045,81.042,81.04,81.04,81.04,81.04,81.04
82.018,82.022,82.03,82.032,82.035,82.041,82.076,82.071,82.065,82.056,82.035,82.025,82.017,82.012,82.033,82.033,82.037,82.045,82.067,82.029,82.031,82.036,82.04,82.04,82.037,82.036,82.036,82.036,82.036,82.036
83.016,83.019,83.026,83.028,83.031,83.035,83.066,83.062,83.056,83.049,83.031,83.022,83.015,83.01,83.029,83.029,83.033,83.039,83.058,83.025,83.027,83.031,83.035,83.035,83.033,83.031,83.031,83.031,83.031,83.031
84.014,84.016,84.022,84.024,84.027,84.03,84.057,84.053,84.048,84.042,84.026,84.019,84.013,84.009,84.024,84.024,84.028,84.034,84.05,84.021,84.023,84.027,84.03,84.03,84.028,84.027,84.027,84.027,84.027,84.027
85.011,85.014,85.019,85.02,85.022,85.025,85.047,85.044,85.04,85.035,85.022,85.016,85.011,85.007,85.02,85.02,85.023,85.028,85.041,85.018,85.019,85.022,85.025,85.025,85.023,85.022,85.022,85.022,85.022,85.022
